3,White only,175794,175794,0,0,0,0,0,0,19,march,The Bronx,No Category
4,Black only,282986,282986,0,0,0,0,0,0,19,march,The Bronx,No Category
5,"American Indian, Alaskan Native Only",19252,19252,0,0,0,0,0,0,19,march,The Bronx,No Category
6,Asian only,3356,3356,0,0,0,0,0,0,19,march,The Bronx,No Category
8,White-Black,6320,6320,0,0,0,0,0,0,19,march,The Bronx,No Category
30,White only,43539,0,0,0,0,43539,0,0,19,march,The Bronx,Management
31,Black only,40395,0,0,0,5020,35375,0,0,19,march,The Bronx,Management
57,White only,8806,0,0,0,4229,4577,0,0,19,march,The Bronx,Business/Finance
58,Black only,7426,0,0,0,0,7426,0,0,19,march,The Bronx,Business/Finance
84,White only,8696,0,0,0,0,8696,0,0,19,march,The Bronx,Computer/Math/Science
138,White only,3678,0,0,0,0,3678,0,0,19,march,The Bronx,Life/Physical/Social
165,White only,8265,0,0,0,0,8265,0,0,19,march,The Bronx,Community
166,Black only,7337,0,0,0,3929,3408,0,0,19,march,The Bronx,Community
219,White only,36936,0,0,10349,8795,17792,0,0,19,march,The Bronx,Education/Training/Library
220,Black only,20154,0,0,7224,4945,7985,0,0,19,march,The Bronx,Education/Training/Library
221,"American Indian, Alaskan Native Only",8302,0,0,8302,0,0,0,0,19,march,The Bronx,Education/Training/Library
224,White-Black,11731,0,0,0,5993,5738,0,0,19,march,The Bronx,Education/Training/Library
246,White only,8433,0,0,0,0,8433,0,0,19,march,The Bronx,Arts/Design/Entertainment/Sports/Media
273,White only,13320,0,0,0,2997,10323,0,0,19,march,The Bronx,Healthcare Practioner
274,Black only,10458,0,0,0,0,10458,0,0,19,march,The Bronx,Healthcare Practioner
278,White-Black,6380,0,0,0,0,6380,0,0,19,march,The Bronx,Healthcare Practioner
300,White only,3558,0,0,0,0,3558,0,0,19,march,The Bronx,Healthcare Support
301,Black only,45273,0,0,0,0,45273,0,0,19,march,The Bronx,Healthcare Support
302,"American Indian, Alaskan Native Only",6082,0,0,0,0,6082,0,0,19,march,The Bronx,Healthcare Support
327,White only,4380,0,0,0,4380,0,0,0,19,march,The Bronx,Protective Services
328,Black only,3212,0,0,0,3212,0,0,0,19,march,The Bronx,Protective Services
329,"American Indian, Alaskan Native Only",5225,0,0,0,0,5225,0,0,19,march,The Bronx,Protective Services
332,White-Black,6867,0,0,0,0,6867,0,0,19,march,The Bronx,Protective Services
354,White only,6053,0,0,0,0,6053,0,0,19,march,The Bronx,Food Preparation/Serving
355,Black only,19164,0,0,0,0,19164,0,0,19,march,The Bronx,Food Preparation/Serving
356,"American Indian, Alaskan Native Only",18350,0,0,0,0,18350,0,0,19,march,The Bronx,Food Preparation/Serving
381,White only,26771,0,0,0,0,26771,0,0,19,march,The Bronx,Building Cleaning/Maitenance
382,Black only,38975,0,0,0,5679,33296,0,0,19,march,The Bronx,Building Cleaning/Maitenance
383,"American Indian, Alaskan Native Only",6012,0,0,0,0,6012,0,0,19,march,The Bronx,Building Cleaning/Maitenance
408,White only,27224,0,0,0,0,18685,8539,0,19,march,The Bronx,Personal Care
409,Black only,14699,0,0,0,0,10112,4587,0,19,march,The Bronx,Personal Care
410,"American Indian, Alaskan Native Only",11977,0,0,0,4922,0,7055,0,19,march,The Bronx,Personal Care
435,White only,22998,0,0,0,0,22998,0,0,19,march,The Bronx,Sales
436,Black only,18545,0,0,0,0,13197,5348,0,19,march,The Bronx,Sales
463,Black only,19753,0,3606,0,0,16147,0,0,19,march,The Bronx,Officee and Administrative
489,White only,4039,0,0,0,0,4039,0,0,19,march,The Bronx,Farming/Fishing/Forestry
516,White only,12226,0,0,0,0,7760,4466,0,19,march,The Bronx,Construction
517,Black only,34670,0,0,0,0,29891,4779,0,19,march,The Bronx,Construction
544,Black only,6647,0,0,0,0,6647,0,0,19,march,The Bronx,Installation/Maitenance/Repair
570,White only,7573,0,0,0,0,3762,3811,0,19,march,The Bronx,Production
571,Black only,8848,0,0,0,0,8848,0,0,19,march,The Bronx,Production
597,White only,21609,0,0,12581,0,9028,0,0,19,march,The Bronx,Transportation
598,Black only,29056,0,0,0,0,16875,12181,0,19,march,The Bronx,Transportation
652,White only,496854,496854,0,0,0,0,0,0,19,march,Brooklyn,No Category
653,Black only,291910,291910,0,0,0,0,0,0,19,march,Brooklyn,No Category
654,"American Indian, Alaskan Native Only",5844,5844,0,0,0,0,0,0,19,march,Brooklyn,No Category
655,Asian only,122297,122297,0,0,0,0,0,0,19,march,Brooklyn,No Category
657,White-Black,10969,10969,0,0,0,0,0,0,19,march,Brooklyn,No Category
659,White-Asian,6864,6864,0,0,0,0,0,0,19,march,Brooklyn,No Category
679,White only,84736,0,0,4908,3142,68737,7949,0,19,march,Brooklyn,Management
680,Black only,19782,0,0,0,0,19782,0,0,19,march,Brooklyn,Management
682,Asian only,7961,0,0,0,0,0,7961,0,19,march,Brooklyn,Management
686,White-Asian,4188,0,0,0,0,0,4188,0,19,march,Brooklyn,Management
706,White only,39597,0,0,0,0,39597,0,0,19,march,Brooklyn,Business/Finance
707,Black only,21026,0,0,0,3171,17855,0,0,19,march,Brooklyn,Business/Finance
709,Asian only,20065,0,0,0,0,20065,0,0,19,march,Brooklyn,Business/Finance
733,White only,21321,0,4521,0,0,16800,0,0,19,march,Brooklyn,Computer/Math/Science
734,Black only,9155,0,0,0,6013,3142,0,0,19,march,Brooklyn,Computer/Math/Science
736,Asian only,3779,0,0,0,0,3779,0,0,19,march,Brooklyn,Computer/Math/Science
760,White only,19942,0,0,0,0,16079,3863,0,19,march,Brooklyn,Architecture/Engineering
763,Asian only,2928,0,0,0,0,2928,0,0,19,march,Brooklyn,Architecture/Engineering
787,White only,7959,0,0,0,0,7959,0,0,19,march,Brooklyn,Life/Physical/Social
814,White only,13046,0,0,0,0,13046,0,0,19,march,Brooklyn,Community
815,Black only,32273,0,0,0,8034,24239,0,0,19,march,Brooklyn,Community
817,Asian only,4509,0,0,0,0,4509,0,0,19,march,Brooklyn,Community
841,White only,29597,0,0,2823,3586,23188,0,0,19,march,Brooklyn,Legal
842,Black only,10019,0,0,0,0,10019,0,0,19,march,Brooklyn,Legal
844,Asian only,9962,0,0,0,0,9962,0,0,19,march,Brooklyn,Legal
868,White only,58189,0,0,10943,3315,43931,0,0,19,march,Brooklyn,Education/Training/Library
869,Black only,3970,0,0,0,3970,0,0,0,19,march,Brooklyn,Education/Training/Library
871,Asian only,3938,0,0,0,3938,0,0,0,19,march,Brooklyn,Education/Training/Library
895,White only,45451,0,0,0,0,35404,10047,0,19,march,Brooklyn,Arts/Design/Entertainment/Sports/Media
896,Black only,12293,0,0,0,0,12293,0,0,19,march,Brooklyn,Arts/Design/Entertainment/Sports/Media
898,Asian only,12656,0,0,0,0,7580,5076,0,19,march,Brooklyn,Arts/Design/Entertainment/Sports/Media
922,White only,50333,0,5450,0,0,40968,3915,0,19,march,Brooklyn,Healthcare Practioner
923,Black only,18294,0,0,0,3709,14585,0,0,19,march,Brooklyn,Healthcare Practioner
925,Asian only,13543,0,0,0,0,13543,0,0,19,march,Brooklyn,Healthcare Practioner
949,White only,24274,0,0,0,0,24274,0,0,19,march,Brooklyn,Healthcare Support
950,Black only,68227,0,0,3331,0,64896,0,0,19,march,Brooklyn,Healthcare Support
952,Asian only,11464,0,0,0,0,11464,0,0,19,march,Brooklyn,Healthcare Support
976,White only,12836,0,0,0,4291,8545,0,0,19,march,Brooklyn,Protective Services
977,Black only,27360,0,0,3704,3740,19916,0,0,19,march,Brooklyn,Protective Services
1003,White only,23562,0,0,0,0,23562,0,0,19,march,Brooklyn,Food Preparation/Serving
1004,Black only,22702,0,0,0,0,22702,0,0,19,march,Brooklyn,Food Preparation/Serving
1006,Asian only,19601,0,0,0,0,19601,0,0,19,march,Brooklyn,Food Preparation/Serving
1030,White only,23602,0,0,0,3699,16046,3857,0,19,march,Brooklyn,Building Cleaning/Maitenance
1031,Black only,10674,0,0,0,0,10674,0,0,19,march,Brooklyn,Building Cleaning/Maitenance
1057,White only,42161,0,0,0,0,42161,0,0,19,march,Brooklyn,Personal Care
1058,Black only,24943,0,0,0,0,24943,0,0,19,march,Brooklyn,Personal Care
1060,Asian only,12206,0,0,0,0,12206,0,0,19,march,Brooklyn,Personal Care
1084,White only,44785,0,0,0,3947,28791,12047,0,19,march,Brooklyn,Sales
1085,Black only,47560,0,0,0,0,43725,3835,0,19,march,Brooklyn,Sales
1086,"American Indian, Alaskan Native Only",4545,0,0,0,0,4545,0,0,19,march,Brooklyn,Sales
1087,Asian only,13007,0,0,0,0,13007,0,0,19,march,Brooklyn,Sales
1089,White-Black,4922,0,0,0,0,4922,0,0,19,march,Brooklyn,Sales
1111,White only,71310,0,0,0,4948,66362,0,0,19,march,Brooklyn,Officee and Administrative
1112,Black only,33857,0,4998,0,0,28859,0,0,19,march,Brooklyn,Officee and Administrative
1114,Asian only,11615,0,0,0,0,11615,0,0,19,march,Brooklyn,Officee and Administrative
1165,White only,18646,0,0,0,0,14786,3860,0,19,march,Brooklyn,Construction
1166,Black only,7806,0,0,0,0,3582,4224,0,19,march,Brooklyn,Construction
1192,White only,4110,0,0,4110,0,0,0,0,19,march,Brooklyn,Installation/Maitenance/Repair
1193,Black only,13432,0,0,4635,0,8797,0,0,19,march,Brooklyn,Installation/Maitenance/Repair
1219,White only,8226,0,0,0,0,8226,0,0,19,march,Brooklyn,Production
1246,White only,53578,0,0,0,2969,50609,0,0,19,march,Brooklyn,Transportation
1247,Black only,18901,0,0,3197,0,15704,0,0,19,march,Brooklyn,Transportation
1249,Asian only,26199,0,0,0,0,26199,0,0,19,march,Brooklyn,Transportation
1301,White only,263638,263638,0,0,0,0,0,0,19,march,Manhattan,No Category
1302,Black only,57573,57573,0,0,0,0,0,0,19,march,Manhattan,No Category
1304,Asian only,115786,115786,0,0,0,0,0,0,19,march,Manhattan,No Category
1306,White-Black,4708,4708,0,0,0,0,0,0,19,march,Manhattan,No Category
1328,White only,151930,0,0,0,2813,149117,0,0,19,march,Manhattan,Management
1329,Black only,6581,0,0,0,3307,3274,0,0,19,march,Manhattan,Management
1331,Asian only,36697,0,5232,0,0,27427,4038,0,19,march,Manhattan,Management
1333,White-Black,6012,0,0,0,0,6012,0,0,19,march,Manhattan,Management
1337,Black-AI,3956,0,0,0,0,3956,0,0,19,march,Manhattan,Management
1355,White only,66696,0,0,0,0,61558,5138,0,19,march,Manhattan,Business/Finance
1356,Black only,3116,0,0,0,0,3116,0,0,19,march,Manhattan,Business/Finance
1358,Asian only,47296,0,0,0,0,47296,0,0,19,march,Manhattan,Business/Finance
1382,White only,18062,0,0,0,0,18062,0,0,19,march,Manhattan,Computer/Math/Science
1385,Asian only,8231,0,0,0,0,8231,0,0,19,march,Manhattan,Computer/Math/Science
1409,White only,24006,0,0,0,0,24006,0,0,19,march,Manhattan,Architecture/Engineering
1412,Asian only,8097,0,0,0,3963,4134,0,0,19,march,Manhattan,Architecture/Engineering
1416,White-Asian,3299,0,0,0,0,3299,0,0,19,march,Manhattan,Architecture/Engineering
1436,White only,24885,0,0,0,0,11759,13126,0,19,march,Manhattan,Life/Physical/Social
1463,White only,11778,0,0,0,0,11778,0,0,19,march,Manhattan,Community
1464,Black only,7363,0,0,3623,3740,0,0,0,19,march,Manhattan,Community
1490,White only,17106,0,0,0,0,14205,2901,0,19,march,Manhattan,Legal
1491,Black only,8319,0,8319,0,0,0,0,0,19,march,Manhattan,Legal
1517,White only,40795,0,0,5747,0,31185,3863,0,19,march,Manhattan,Education/Training/Library
1518,Black only,10902,0,0,0,0,10902,0,0,19,march,Manhattan,Education/Training/Library
1520,Asian only,3485,0,0,0,0,3485,0,0,19,march,Manhattan,Education/Training/Library
